"n","m","Power","Speed","Spotsize","Peclet","HannDensity","HannDensity100%","HannThreshold","Keyhole?","FabbroRatio","DThreshold","DThreshold100"
93,1,800,1.1,140,1.89,28.62298014633995,71.55745036584987,46.699277031573565,"True",0.6129212691448701,-18.076296885233617,24.85817333427631
93,2,1000,1.7000000000000002,140,2.920909090909091,28.78039460636553,71.95098651591383,52.12943809565215,"False",0.5520948557618532,-23.34904348928662,19.821548420261678
94,1,550,1.4000000000000001,100,1.718181818181818,28.894283532036916,72.23570883009229,45.71787205425628,"True",0.6320128701035397,-16.823588522219367,26.51783677583601
94,2,800,1.7000000000000002,120,2.503636363636364,29.01395383315507,72.53488458288768,50.01927741788022,"True",0.5800554372419534,-21.005323584725147,22.515607165007467
95,1,400,1.4000000000000001,80,1.3745454545454547,29.367991881266946,73.41997970316737,43.68337859418765,"True",0.6722921355074523,-14.315386712920706,29.73660110897972
95,2,650,1.9000000000000001,100,2.3318181818181816,29.312294448998617,73.28073612249655,49.117287850924406,"True",0.596781616647161,-19.80499340192579,24.163448271572143
96,1,450,0.9,100,1.1045454545454545,29.485229839959977,73.71307459989994,42.02394366053248,"True",0.7016292920564604,-12.538713820572504,31.68913093936746
96,2,600,1.6,100,1.9636363636363634,29.485229839959977,73.71307459989994,47.11264645410643,"True",0.6258453315434586,-17.627416614146455,26.600428145793508
97,1,550,1.3000000000000003,100,1.5954545454545457,29.985015092948267,74.96253773237066,45.00218696510556,"True",0.6663012870063066,-15.017171872157292,29.960350767265105
97,2,750,1.4000000000000001,120,2.061818181818182,29.973581199709592,74.93395299927398,47.657206065522594,"True",0.6289412173785374,-17.683624865813,27.27674693375139
98,1,350,0.30000000000000004,120,0.4418181818181819,30.216823397909664,75.54205849477415,38.17612867558673,"True",0.791510937494116,-7.959305277677068,37.36592981918742
98,2,650,1.8000000000000003,100,2.2090909090909094,30.115519726759484,75.2887993168987,48.460271171641345,"True",0.6214476105611003,-18.34475144488186,26.82852814525736
99,1,850,1.1,140,1.89,30.411916405486192,76.02979101371548,46.699277031573565,"True",0.6512288484664245,-16.287360626087374,29.330513982141916
99,2,350,1.,80,0.9818181818181817,30.405092031824474,76.01273007956118,41.25841885118509,"True",0.7369427350449989,-10.853326819360618,34.75431122837609
100,1,550,0.30000000000000004,160,0.5890909090909091,30.841489663589535,77.10372415897383,38.887300647567905,"True",0.7930992676273205,-8.04581098397837,38.21642351140593
100,2,500,2.,80,1.9636363636363634,30.713781083291646,76.78445270822911,47.11264645410643,"True",0.6519222203577693,-16.398865370814786,29.67180625412268
101,1,850,0.7000000000000001,160,1.3745454545454547,31.20349137384613,78.00872843461532,43.68337859418765,"True",0.7143103939766681,-12.47988722034152,34.32534984042767
101,2,550,1.2000000000000002,100,1.4727272727272729,31.209393206234616,78.02348301558654,44.27427908262215,"True",0.7049102515705205,-13.064885876387535,33.749203932964384
102,1,700,0.7000000000000001,140,1.2027272727272729,31.3957039306456,78.489259826614,42.63246537297406,"True",0.7364271255714955,-11.236761442328461,35.85679445363994
102,2,600,1.4000000000000001,100,1.718181818181818,31.52103658040391,78.80259145100977,45.71787205425628,"True",0.6894685855674979,-14.196835473852374,33.08471939675349
103,1,850,1.6,120,2.3563636363636364,31.776080259455888,79.44020064863972,49.247398022386534,"True",0.6452336881841219,-17.471317762930646,30.192802626253183
103,2,800,0.6,160,1.1781818181818182,31.72105670257305,79.30264175643262,42.48079628964832,"True",0.7467152095334618,-10.759739587075266,36.8218454667843
104,1,400,0.6,100,0.7363636363636363,32.09945246959398,80.24863117398495,39.74092349102772,"True",0.8077178296282184,-7.641471021433745,40.507707682957225
104,2,450,1.5000000000000002,80,1.4727272727272729,31.918697597285398,79.7967439932135,44.27427908262215,"True",0.7209309391062141,-12.355581485336753,35.522464910591346
105,1,750,1.2000000000000002,120,1.7672727272727276,32.375167926331784,80.93791981582946,46.000709010476044,"True",0.7037971505821523,-13.62554108414426,34.937210805353416
105,2,900,1.1,140,1.89,32.20085266463244,80.5021316615811,46.699277031573565,"True",0.6895364277879789,-14.498424366941123,33.80285463000754
106,1,950,1.9000000000000001,120,2.7981818181818183,32.59028768771903,81.47571921929756,51.520041271431026,"True",0.6325749530365974,-18.929753583712,29.955677947866533
106,2,900,1.7000000000000002,120,2.503636363636364,32.64069806229946,81.60174515574865,50.01927741788022,"True",0.6525623668971975,-17.37857935558076,31.582467737868427
107,1,650,1.5000000000000002,100,1.840909090909091,32.989898970675966,82.47474742668992,46.42130306633663,"True",0.7106629239496572,-13.43140409566066,36.05344436035329
107,2,1000,1.3000000000000003,140,2.233636363636364,32.911640368706514,82.27910092176629,48.5925473268085,"True",0.6772981080279602,-15.680906958101986,33.686553594957786
108,1,800,1.3000000000000003,120,1.9145454545454548,33.17872556270834,82.94681390677084,46.8375433972645,"True",0.7083788592688258,-13.65881783455616,36.109270509506345
108,2,700,1.,120,1.4727272727272727,33.10087158237005,82.75217895592512,44.274279082622265,"True",0.7476320849990351,-11.173407500252218,38.47789987330285
109,1,1000,2.,120,2.9454545454545453,33.43692965582706,83.59232413956764,52.25024628859281,"True",0.639938220982644,-18.813316632765755,31.342077850974825
109,2,500,0.5,120,0.7363636363636363,33.43692965582706,83.59232413956764,39.74092349102772,"True",0.8413727391960609,-6.303993835200664,43.851400648539915
110,1,850,0.6,160,1.1781818181818182,33.703622746483866,84.25905686620966,42.48079628964832,"True",0.7933849101293032,-8.777173543164452,41.778260576561344
110,2,700,0.6,140,1.0309090909090908,33.911236036416426,84.77809009104107,41.5649927495199,"True",0.8158605064789318,-7.653756713103476,43.21309734152116
111,1,700,0.4,160,0.7854545454545454,33.99392632264836,84.9848158066209,40.03937856266528,"True",0.8490123359293598,-6.045452240016914,44.945437243955624
111,2,350,0.1,160,0.19636363636363635,33.99392632264836,84.9848158066209,38.35544326427156,"True",0.8862868847174561,-4.361516941623194,46.629372542349344
112,1,650,0.8,120,1.1781818181818182,34.36447809445414,85.91119523613536,42.48079628964832,"True",0.8089414769945839,-8.116318195194175,43.43039894648704
112,2,1000,0.8,160,1.5709090909090908,34.33905117414362,85.84762793535904,44.85757748039067,"True",0.7655128320104854,-10.518526306247047,40.990050454968376
113,1,900,1.5000000000000002,120,2.2090909090909094,34.7486766077994,86.87169151949851,48.460271171641345,"True",0.7170549352628081,-13.711594563841942,38.41142034785717
113,2,400,1.,80,0.9818181818181817,34.7486766077994,86.87169151949851,41.25841885118509,"True",0.8422202686228558,-6.509742243385688,45.61327266831342
114,1,700,0.9,120,1.3254545454545454,34.89138224567705,87.22845561419263,43.38519821062152,"True",0.8042231840520896,-8.493815964944467,43.84325740357111
115,1,1000,1.8000000000000003,120,2.650909090909091,35.245618558414506,88.11404639603626,50.77660055534698,"True",0.6941311189195591,-15.530981996932475,37.33744584068928
115,2,850,1.3000000000000003,120,1.9145454545454548,35.252395910377615,88.13098977594404,46.8375433972645,"True",0.7526525379731274,-11.585147486886882,41.29344637867955
116,1,600,0.4,140,0.6872727272727273,35.599382072700564,88.99845518175141,39.44780874996945,"True",0.9024425741449618,-3.8484266772688827,49.55064643178196
116,2,950,1.6,120,2.3563636363636364,35.51444264292128,88.7861066073032,49.247398022386534,"True",0.721143533852842,-13.732955379465253,39.53870858491666
117,1,1000,1.1,140,1.89,35.77872518292494,89.44681295731235,46.699277031573565,"True",0.7661515864310876,-10.920551848648628,42.74753592573878
117,2,800,0.7000000000000001,140,1.2027272727272729,35.8808044921664,89.70201123041599,42.63246537297406,"True",0.8416310006531377,-6.751660880807663,47.06954585744193
118,1,800,1.9000000000000001,100,2.3318181818181816,36.07667009107523,90.19167522768808,49.117287850924406,"True",0.7345004512580444,-13.040617759849177,41.074387376763674
118,2,450,0.6,100,0.7363636363636363,36.111884028293225,90.27971007073306,39.74092349102772,"True",0.9086825583317456,-3.6290394627344966,50.53878657970534
119,1,650,0.30000000000000004,160,0.5890909090909091,36.449033238787635,91.1225830969691,38.887300647567905,"True",0.9372991344686517,-2.43826740878027,52.23528244940119
119,2,750,0.4,160,0.7854545454545454,36.42206391712324,91.0551597928081,40.03937856266528,"True",0.9096560742100283,-3.617314645542038,51.01578123014282
120,1,500,1.4000000000000001,80,1.3745454545454547,36.70998985158368,91.7749746289592,43.68337859418765,"True",0.8403651693843154,-6.973388742603973,48.09159603477155
120,2,650,1.2000000000000002,100,1.4727272727272729,36.88382833464091,92.20957083660227,44.27427908262215,"True",0.8330757518560696,-7.390450747981241,47.93529175398012
121,1,500,0.7000000000000001,100,0.859090909090909,37.14789786005472,92.8697446501368,40.493512720086905,"True",0.917378991465648,-3.3456148600321853,52.37623193004989
121,2,700,0.5,140,0.859090909090909,37.14789786005472,92.8697446501368,40.493512720086905,"True",0.9173789914656482,-3.3456148600321853,52.37623193004989
122,1,250,0.1,120,0.14727272727272728,37.38362383465398,93.45905958663495,39.16083184242035,"True",0.9546177156063058,-1.7772080077663688,54.2982277442146
122,2,1000,1.6,120,2.3563636363636364,37.38362383465398,93.45905958663495,49.247398022386534,"True",0.7590984566872022,-11.863774187732552,44.211661564248416
123,1,950,0.9,140,1.5463636363636362,37.57712552118393,93.94281380295982,44.712479569960806,"True",0.8404169458414331,-7.135354048776875,49.23033423299901
123,2,550,0.2,160,0.3927272727272727,37.77295629155798,94.43239072889496,38.00595359444091,"True",0.9938694525239595,-0.23299730288292864,56.42643713445405
124,1,850,0.7000000000000001,140,1.2027272727272729,38.1233547729268,95.308386932317,42.63246537297406,"True",0.8942329381939588,-4.509110600047258,52.675921559342946
124,2,950,1.4000000000000001,120,2.061818181818182,37.96653618629882,94.91634046574704,47.657206065522594,"True",0.7966588753461473,-9.690669879223776,47.25913440022445
125,1,850,1.9000000000000001,100,2.3318181818181816,38.331461971767425,95.82865492941856,49.117287850924406,"True",0.7804067294616722,-10.785825879156981,46.711367078494156
125,2,550,0.8,100,0.9818181818181817,38.223544268579346,95.55886067144837,41.25841885118509,"True",0.9264422954851415,-3.0348745826057453,54.30044182026328
126,1,1000,1.5000000000000002,120,2.2090909090909094,38.60964067533267,96.52410168833168,48.460271171641345,"True",0.7967277058475646,-9.850630496308675,48.06383051669034
126,2,650,0.4,140,0.6872727272727273,38.565997245425606,96.41499311356401,39.44780874996945,"True",0.9776461219903751,-0.8818115045438404,56.96718436359456
127,1,900,1.2000000000000002,120,1.7672727272727276,38.85020151159814,97.12550377899534,46.000709010476044,"True",0.8445565806985829,-7.150507498877907,51.124794768519294
127,2,600,1.8000000000000003,80,1.7672727272727276,38.85020151159813,97.12550377899532,46.000709010476044,"True",0.8445565806985827,-7.150507498877914,51.12479476851928
128,1,350,0.6,80,0.5890909090909091,39.25280502638668,98.1320125659667,38.887300647567905,"True",1.009399067889317,0.36550437881877684,59.2447119183988
128,2,200,0.1,100,0.12272727272727271,39.3136397866133,98.28409946653325,39.871043857005446,"True",0.9860198275121358,-0.5574040703921455,58.4130556095278
129,1,900,2.,100,2.4545454545454546,39.55858695261346,98.89646738153365,49.763635552123546,"True",0.7949296009769805,-10.205048599510086,49.13283182941011
129,2,1000,0.9,140,1.5463636363636362,39.5548689696673,98.88717242416824,44.712479569960806,"True",0.8846494166751927,-5.157610600293509,54.174692854207436
130,1,650,0.6,120,0.8836363636363636,39.68068135678819,99.20170339197048,40.64599169343247,"True",0.9762507864508508,-0.9653103366442792,58.55571169853801
130,2,750,0.5,140,0.859090909090909,39.801319135772914,99.50329783943229,40.493512720086905,"True",0.9829060622846231,-0.6921935843139906,59.00978511934539
131,1,500,0.6,100,0.7363636363636363,40.12431558699248,100.3107889674812,39.74092349102772,"True",1.0096472870352728,0.38339209596475854,60.56986547645348
131,2,600,0.5,120,0.7363636363636363,40.12431558699247,100.31078896748119,39.74092349102772,"True",1.009647287035273,0.38339209596475143,60.569865476453465
132,1,650,1.,100,1.2272727272727273,40.40420957206206,101.01052393015514,42.7837854393032,"True",0.9443813621724282,-2.379575867241144,58.22673849085194
132,2,550,1.4000000000000001,80,1.3745454545454547,40.38098883674205,100.95247209185513,43.68337859418765,"True",0.9244016863227469,-3.302389757445603,57.26909349766748
133,1,900,1.9000000000000001,100,2.3318181818181816,40.58625385245963,101.46563463114907,49.117287850924406,"True",0.8263130076652999,-8.531033998464778,52.34834678022467
133,2,800,1.5000000000000002,100,1.840909090909091,40.6029525792935,101.50738144823376,46.42130306633663,"True",0.874662060245732,-5.818350487043126,55.08607838189713
134,1,950,1.2000000000000002,120,1.7672727272727276,41.00854604002025,102.52136510005062,46.000709010476044,"True",0.891476390737393,-4.992162970455794,56.52065608957457
134,2,750,1.3000000000000003,100,1.5954545454545457,40.88865694492946,102.22164236232365,45.00218696510556,"True",0.9085926640995089,-4.1135300201761,57.21945539721809
135,1,450,0.9,80,0.8836363636363636,41.206861408972344,103.01715352243086,40.64599169343247,"True",1.0137988936220372,0.560869715539873,62.37116182899839
135,2,950,0.5,160,0.9818181818181817,41.26405347176179,103.16013367940448,41.25841885118509,"True",1.0001365689896413,0.005634620576699945,61.90171482821939
136,1,350,0.1,140,0.17181818181818181,41.532612418150656,103.83153104537664,38.68144188803811,"True",1.0737090033604526,2.8511705301125474,65.15008915733853
136,2,900,1.8000000000000003,100,2.2090909090909094,41.69841192935928,104.2460298233982,48.460271171641345,"True",0.8604659223153696,-6.761859242282064,55.78575865175686
137,1,550,1.3000000000000003,80,1.2763636363636366,41.90533253386843,104.76333133467108,43.085298507864344,"True",0.9726132575411881,-1.1799659739959125,61.678032826806735
137,2,500,0.2,140,0.34363636363636363,41.954274116095625,104.88568529023907,37.89542942904113,"True",1.107106443922338,4.058844687054496,66.99025586119794
138,1,650,1.8000000000000003,80,1.7672727272727276,42.08771830423131,105.21929576057828,46.000709010476044,"True",0.9149362957567981,-3.9129907062447344,59.21858675010223
138,2,400,0.2,120,0.29454545454545455,42.2947422700974,105.7368556752435,37.87473620162427,"True",1.1167006430076094,4.420006068473128,67.86211947361923
139,1,800,0.5,140,0.859090909090909,42.45474041149111,106.13685102872778,40.493512720086905,"True",1.0484331331035979,1.9612276914042042,65.64333830864086
139,2,600,1.5000000000000002,80,1.4727272727272729,42.55826346304719,106.39565865761797,44.27427908262215,"True",0.9612412521416187,-1.7160156195749607,62.12137957499582
140,1,950,1.1,120,1.6199999999999999,42.83202941278824,107.0800735319706,45.1463065197532,"True",0.9487382848040433,-2.3142771069649655,61.933767012217395
140,2,900,1.7000000000000002,100,2.0863636363636364,42.907311891447776,107.26827972861943,47.792185744602016,"True",0.897789277116166,-4.8848738531542395,59.47609398401742
141,1,350,0.5,80,0.49090909090909085,42.999293516608304,107.49823379152076,38.38722288027894,"True",1.1201459832276321,4.6120706363293635,69.11101091124182
141,2,1000,1.2000000000000002,120,1.7672727272727276,43.16689056844237,107.91722642110592,46.000709010476044,"True",0.9383962007762033,-2.8338184420336745,61.91651741062988
142,1,700,1.,100,1.2272727272727273,43.51222569298991,108.78056423247477,42.7837854393032,"True",1.017026082339538,0.7284402536867063,65.99677879317157
142,2,650,1.7000000000000002,80,1.669090909090909,43.30790484631285,108.26976211578213,45.433072300428584,"True",0.9532242186911124,-2.125167454115733,62.836689815353544
143,1,800,1.3000000000000003,100,1.5954545454545457,43.61456740792475,109.03641851981189,45.00218696510556,"True",0.9691655083728096,-1.3876195571808054,64.03423155470634
143,2,450,0.8,80,0.7854545454545454,43.706476700547896,109.26619175136975,40.03937856266528,"True",1.091587289052034,3.6670981378826184,69.22681318870447
144,1,1000,2.,100,2.4545454545454546,43.95398550290385,109.88496375725961,49.763635552123546,"True",0.883255112196645,-5.809650049219698,60.12132820513607
144,2,500,0.5,100,0.6136363636363636,43.95398550290385,109.88496375725961,39.02323458100961,"True",1.1263542342103479,4.930750921894237,70.86172917625001
145,1,450,0.4,100,0.49090909090909085,44.22784475993996,110.5696118998499,38.38722288027894,"True",1.1521501541769932,5.840621879661022,72.18238901957096
145,2,900,1.6,100,1.9636363636363634,44.22784475993996,110.5696118998499,47.11264645410643,"True",0.9387679973151877,-2.8848016941664696,63.45696544574347
146,1,650,0.30000000000000004,140,0.5154545454545455,44.532177782425684,111.33044445606421,38.504126209278354,"True",1.1565559893602975,6.02805157314733,72.82631824678586
146,2,850,1.4000000000000001,100,1.718181818181818,44.65480182223887,111.63700455559719,45.71787205425628,"True",0.9767471628872886,-1.0630702320174095,65.9191325013409
147,1,600,0.4,120,0.5890909090909091,44.860348601584775,112.15087150396194,38.887300647567905,"True",1.1535989347306481,5.97304795401687,73.26357085639404
147,2,800,0.30000000000000004,160,0.5890909090909091,44.860348601584775,112.15087150396194,38.887300647567905,"True",1.153598934730648,5.97304795401687,73.26357085639404
148,1,1000,1.1,120,1.6199999999999999,45.08634675030341,112.71586687575854,45.1463065197532,"True",0.9986718787410983,-0.0599597694497902,67.56956035600533
148,2,950,1.7000000000000002,100,2.0863636363636364,45.29105144097265,113.22762860243162,47.792185744602016,"True",0.9476664591781753,-2.501134303629364,65.4354428578296
149,1,550,1.1,80,1.0799999999999998,45.55589936057897,113.88974840144742,41.87114392493453,"True",1.0880022633785786,3.6847554356444405,72.01860447651289
149,2,800,1.2000000000000002,100,1.4727272727272729,45.39548102725035,113.48870256812587,44.27427908262215,"True",1.0253240022843935,1.1212019446281971,69.21442348550372
150,1,750,0.6,120,0.8836363636363636,45.78540156552484,114.4635039138121,40.64599169343247,"True",1.126443215135597,5.139409872092372,73.81751222037963
150,2,600,1.3000000000000003,80,1.2763636363636366,45.71490821876556,114.2872705469139,43.085298507864344,"True",1.061032644590387,2.6296097109012138,71.20197203904956
151,1,950,0.4,160,0.7854545454545454,46.13461429502277,115.33653573755693,40.03937856266528,"True",1.1522310273327026,6.095235732357494,75.29715717489165
151,2,950,0.6,140,1.0309090909090908,46.022391763708015,115.05597940927004,41.5649927495199,"True",1.1072392587928361,4.457399014188113,73.49098665975013
152,1,1000,1.8000000000000003,100,2.2090909090909094,46.3315688103992,115.828922025998,48.460271171641345,"True",0.9560732470170773,-2.128702361242148,67.36865085435664
152,2,850,1.3000000000000003,100,1.5954545454545457,46.34047787092005,115.85119467730011,45.00218696510556,"True",1.0297383526461101,1.338290905814489,70.84900771219455
153,1,450,0.7000000000000001,80,0.6872727272727274,46.72418897041948,116.8104724260487,39.44780874996942,"True",1.1844558785652626,7.276380220450065,77.36266367607928
153,2,750,1.,100,1.2272727272727273,46.62024181391776,116.55060453479439,42.7837854393032,"True",1.0896708025066477,3.8364563746145564,73.76681909549119
155,1,1000,1.,120,1.4727272727272727,47.28695940338578,118.21739850846444,44.274279082622265,"True",1.0680458357129075,3.012680320763515,73.94311942584218
155,2,950,0.9,120,1.3254545454545454,47.352590190561706,118.38147547640426,43.38519821062152,"True",1.0914457497849788,3.9673919799401887,74.99627726578274
156,1,650,1.4000000000000001,80,1.3745454545454547,47.72298680705879,119.30746701764697,43.68337859418765,"True",1.0924747201996101,4.039608212871137,75.62408842345931
156,2,850,0.30000000000000004,160,0.5890909090909091,47.66412038918383,119.16030097295958,38.887300647567905,"True",1.2256988681513137,8.776819741615924,80.27300032539168
157,1,550,1.,80,0.9818181818181817,47.77943033572417,119.44857583931042,41.25841885118509,"True",1.1580528693564267,6.5210114845390805,78.19015698812532
157,2,700,0.30000000000000004,140,0.5154545454545455,47.95772991953536,119.8943247988384,38.504126209278354,"True",1.2455218346957049,9.453603710257006,81.39019858956004
158,1,950,1.5000000000000002,100,1.840909090909091,48.21600618791103,120.54001546977757,46.42130306633663,"True",1.0386611965418067,1.7947031215744005,74.11871240344095
158,2,650,0.7000000000000001,100,0.859090909090909,48.292267218071146,120.73066804517786,40.493512720086905,"True",1.1925926889053424,7.798754497984241,80.23715532509095
159,1,1000,0.6,140,1.0309090909090908,48.444622909166334,121.11155727291583,41.5649927495199,"True",1.1655150092556168,6.879630159646432,79.54656452339593
159,2,650,0.4,120,0.5890909090909091,48.598710985050175,121.49677746262543,38.887300647567905,"True",1.2497321792915357,9.71141033748227,82.60947681505752
160,1,800,0.6,120,0.8836363636363636,48.83776166989316,122.0944041747329,40.64599169343247,"True",1.2015394294779704,8.19176997646069,81.44841248130044
161,1,250,0.1,100,0.12272727272727271,49.142049733266624,122.85512433316656,39.871043857005446,"True",1.2325247843901697,9.271005876261178,82.98408047616111
161,2,750,0.9,100,1.1045454545454545,49.14204973326663,122.85512433316657,42.02394366053248,"True",1.169382153427434,7.11810607273415,80.83118067263409
162,1,650,1.3000000000000003,80,1.2763636363636366,49.52448390366269,123.81120975915672,43.085298507864344,"True",1.149452031639586,6.439185395798347,80.72591125129239
163,1,800,1.,100,1.2272727272727273,49.72825793484561,124.32064483711402,42.7837854393032,"True",1.1623155226737578,6.944472495542406,81.53685939781082
163,2,700,1.5000000000000002,80,1.4727272727272729,49.651307373555056,124.12826843388764,44.27427908262215,"True",1.1214481274985553,5.3770282909329055,79.85398935126548
164,1,750,1.7000000000000002,80,1.669090909090909,49.97065943805329,124.92664859513323,45.433072300428584,"True",1.099874098489745,4.537587137624705,79.49357629470464
164,2,950,1.4000000000000001,100,1.718181818181818,49.90830791897286,124.77076979743215,45.71787205425628,"True",1.0916585938152048,4.1904358647165765,79.05289774317586
165,1,800,1.9000000000000001,80,1.8654545454545453,50.41867920342358,126.04669800855895,46.560530978087975,"True",1.0828630632917675,3.8581482253356043,79.48616703047097
165,2,600,0.2,140,0.34363636363636363,50.345128939314755,125.86282234828688,37.89542942904113,"True",1.3285277327068057,12.449699510273625,87.96739291924575
167,1,900,0.7000000000000001,120,1.030909090909091,50.86685405462464,127.1671351365616,41.564992749519945,"True",1.2237907597183963,9.301861305104694,85.60214238704165
169,1,750,1.6,80,1.5709090909090908,51.50857676121543,128.77144190303858,44.85757748039067,"True",1.148269248015728,6.650999280824763,83.91386442264792
169,2,700,1.4000000000000001,80,1.3745454545454547,51.39398579221715,128.48496448054289,43.68337859418765,"True",1.1765112371380415,7.7106071980295,84.80158588635524
170,1,950,1.3000000000000003,100,1.5954545454545457,51.79229879691064,129.4807469922766,45.00218696510556,"True",1.1508840411927115,6.790111831805085,84.47856002717106
170,2,500,0.7000000000000001,80,0.6872727272727274,51.91576552268831,129.78941380672077,39.44780874996942,"True",1.3160620872947364,12.467956772718892,90.34160505675135
171,1,650,0.6,100,0.7363636363636363,52.16161026309022,130.40402565772555,39.74092349102772,"True",1.3125414731458547,12.420686772062496,90.66310216669783
171,2,700,0.7000000000000001,100,0.859090909090909,52.007057004076614,130.01764251019154,40.493512720086905,"True",1.2843305880519074,11.51354428398971,89.52412979010464
172,1,700,0.4,120,0.5890909090909091,52.337073368515576,130.84268342128894,38.887300647567905,"True",1.3458654238524228,13.44977272094767,91.95538277372103
172,2,350,0.1,120,0.14727272727272728,52.337073368515576,130.84268342128894,39.16083184242035,"True",1.3364648018488279,13.176241526095225,91.68185157886859
173,1,600,0.5,100,0.6136363636363636,52.744782603484616,131.86195650871153,39.02323458100961,"True",1.3516250810524175,13.721548022475005,92.83872192770193
174,1,1000,0.5,140,0.859090909090909,53.06842551436388,132.6710637859097,40.493512720086905,"True",1.3105414163794973,12.574912794276976,92.1775510658228
175,1,550,0.8,80,0.7854545454545454,53.41902707844742,133.54756769611856,40.03937856266528,"True",1.3341622421747081,13.379648515782144,93.50818913345329
175,2,550,0.1,160,0.19636363636363635,53.41902707844742,133.54756769611856,38.35544326427156,"True",1.392736533127431,15.063583814175864,95.192124431847
176,1,850,1.9000000000000001,80,1.8654545454545453,53.56984665363756,133.9246166340939,46.560530978087975,"True",1.1505420047475032,7.009315675549587,87.36408565600593
176,2,950,0.7000000000000001,120,1.030909090909091,53.69279039099268,134.23197597748168,41.564992749519945,"True",1.2917791352583072,12.127797641472732,92.66698322796174
177,1,950,1.2000000000000002,100,1.4727272727272729,53.90713371985979,134.76783429964948,44.27427908262215,"True",1.217572252712717,9.632854637237642,90.49355521702734
177,2,650,1.1,80,1.0799999999999998,53.83879015341151,134.5969753835288,41.87114392493453,"True",1.2858208567201383,11.96764622847698,92.72583145859426
179,1,1000,1.3000000000000003,100,1.5954545454545457,54.51820925990594,136.29552314976485,45.00218696510556,"True",1.211456885466012,9.51602229480038,91.2933361846593
179,2,650,0.2,140,0.34363636363636363,54.54055635092431,136.3513908773108,37.89542942904113,"True",1.4392383770990393,16.645126921883183,98.45596144826966
180,1,800,0.30000000000000004,140,0.5154545454545455,54.80883419375469,137.02208548438674,38.504126209278354,"True",1.42345352536652,16.304707984476337,98.51795927510838
181,1,850,1.8000000000000003,80,1.7672727272727276,55.03778547476402,137.59446368691005,46.000709010476044,"True",1.196455155989659,9.037076464287978,91.593754676434
181,2,750,1.4000000000000001,80,1.3745454545454547,55.064984777375514,137.66246194343879,43.68337859418765,"True",1.260547754076473,11.381606183187863,93.97908334925114
182,1,700,1.2000000000000002,80,1.1781818181818182,55.51184922950283,138.77962307375708,42.48079628964832,"True",1.3067516166835584,13.031052939854511,96.29882678410877
182,2,450,0.5,80,0.49090909090909085,55.28480594992496,138.21201487481238,38.38722288027894,"True",1.4401876927212414,16.897583069646018,99.82479199453344
183,1,750,0.7000000000000001,100,0.859090909090909,55.72184679008209,139.30461697520522,40.493512720086905,"True",1.376068487198472,15.228334069995185,98.81110425511832
183,2,800,0.8,100,0.9818181818181817,55.597882572479044,138.9947064311976,41.25841885118509,"True",1.3475524297965693,14.339463721293953,97.73628758001252
184,1,1000,0.30000000000000004,160,0.5890909090909091,56.075435751980976,140.18858937995245,38.887300647567905,"True",1.4419986684133101,17.18813510441307,101.30128873238453
184,2,900,1.,100,1.2272727272727273,55.94429017670131,139.86072544175326,42.7837854393032,"True",1.3076049630079774,13.160504737398107,97.07694000245006
185,1,950,1.1,100,1.35,56.304164863461295,140.76041215865325,43.53450889083577,"True",1.2933226145871053,12.769655972625529,97.22590326781749
185,2,950,0.4,140,0.6872727272727273,56.36568828177588,140.9142207044397,39.44780874996945,"True",1.4288674090628561,16.917879531806435,101.46641195447026
186,1,900,1.9000000000000001,80,1.8654545454545453,56.72101410385154,141.80253525962885,46.560530978087975,"True",1.2182209462032387,10.160483125763562,95.24200428154089
186,2,850,1.7000000000000002,80,1.669090909090909,56.63341402979373,141.5835350744843,45.433072300428584,"True",1.2465239782883777,11.200341729365142,96.15046277405571
187,1,850,0.5,120,0.7363636363636363,56.842780414906,142.106951037265,39.74092349102772,"True",1.4303336566333036,17.10185692387828,102.36602754623726
188,1,750,1.3000000000000003,80,1.2763636363636366,57.143635273456944,142.85908818364237,43.085298507864344,"True",1.3262908057379839,14.0583367655926,99.77378967577803
188,2,550,0.7000000000000001,80,0.6872727272727274,57.107342074957145,142.76835518739287,39.44780874996942,"True",1.44766829602421,17.659533324987727,103.32054643742345
191,1,950,0.6,120,0.8836363636363636,57.99484198299813,144.98710495749532,40.64599169343247,"True",1.4268280725050897,17.34885028956566,104.34111326406284
191,2,550,0.2,120,0.29454545454545455,58.15527062138393,145.38817655345983,37.87473620162427,"True",1.5354633841354628,20.280534419759654,107.51344035183556
192,1,300,0.2,80,0.19636363636363635,58.27530226739719,145.68825566849296,38.35544326427156,"True",1.5193489452299247,19.91985900312563,107.3328124042214
192,2,950,2.,80,1.9636363636363634,58.35618405825413,145.89046014563533,47.11264645410643,"True",1.2386522186797615,11.243537604147697,98.7778136915289
193,1,800,1.4000000000000001,80,1.3745454545454547,58.73598376253389,146.83995940633474,43.68337859418765,"True",1.3445842710149045,15.05260516834624,103.1565808121471
193,2,700,0.2,140,0.34363636363636363,58.73598376253388,146.83995940633469,37.89542942904113,"True",1.5499490214912732,20.840554333492747,108.94452997729356
194,1,600,0.4,100,0.49090909090909085,58.970459679919955,147.42614919979988,38.38722288027894,"True",1.5362002055693242,20.583236799641014,109.03892631952094
194,2,300,0.1,100,0.12272727272727271,58.970459679919955,147.42614919979988,39.871043857005446,"True",1.4790297412682039,19.09941582291451,107.55510534279443
