"n","m","Power","Speed","Spotsize","Peclet","HannDensity","HannDensity100%","HannThreshold","Keyhole?","FabbroRatio","DThreshold","DThreshold100"
195,1,500,0.1,140,0.17181818181818181,59.33230345450094,148.33075863625234,38.68144188803811,"True",1.5338700048006466,20.65086156646283,109.64931674821423
195,2,1000,1.1,100,1.35,59.267541961538214,148.16885490384553,43.53450889083577,"True",1.3613922258811633,15.733033070702447,104.63434601300976
196,1,750,1.2000000000000002,80,1.1781818181818182,59.47698131732446,148.69245329331113,42.48079628964832,"True",1.400091017875241,16.99618502767614,106.21165700366282
196,2,650,0.9,80,0.8836363636363636,59.52102203518228,148.80255508795568,40.64599169343247,"True",1.4643761796762762,18.875030341749806,108.1565633945232
197,1,800,0.4,120,0.5890909090909091,59.81379813544637,149.53449533861593,38.887300647567905,"True",1.5381319129741977,20.926497487878464,110.64719469104801
197,2,900,1.7000000000000002,80,1.669090909090909,59.96479132566394,149.91197831415985,45.433072300428584,"True",1.319848918187694,14.531719025235354,104.47890601373126
198,1,900,0.5,120,0.7363636363636363,60.186473380488714,150.46618345122178,39.74092349102772,"True",1.5144709305529096,20.44554988946099,110.72525996019405
198,2,750,0.6,100,0.7363636363636363,60.186473380488714,150.46618345122178,39.74092349102772,"True",1.5144709305529094,20.44554988946099,110.72525996019405
199,1,700,0.30000000000000004,120,0.4418181818181819,60.43364679581933,151.0841169895483,38.17612867558673,"True",1.583021874988232,22.257518120232596,112.90798831396157
200,1,700,1.,80,0.9818181818181817,60.81018406364895,152.02546015912236,41.25841885118509,"True",1.4738854700899977,19.551765212463856,110.76704130793726
201,1,1000,0.6,120,0.8836363636363636,61.04720208736645,152.61800521841613,40.64599169343247,"True",1.501924286847463,20.40121039393398,111.97201352498365
202,1,1000,2.,80,1.9636363636363634,61.42756216658329,153.56890541645822,47.11264645410643,"True",1.3038444407155385,14.31491571247686,106.4562589623518
202,2,500,0.5,80,0.49090909090909085,61.42756216658329,153.56890541645822,38.38722288027894,"True",1.600208547468046,23.040339286304352,115.18168253617928
203,1,900,0.2,160,0.3927272727272727,61.810292113458516,154.52573028364628,38.00595359444091,"True",1.626331831402843,23.804338519017605,116.51977668920537
203,2,900,0.30000000000000004,140,0.5154545454545455,61.65993846797404,154.1498461699351,38.504126209278354,"True",1.601385216037335,23.155812258695683,115.64571996065675
204,1,750,1.1,80,1.0799999999999998,62.12168094624405,155.3042023656101,41.87114392493453,"True",1.483639450061698,20.25053702130952,113.43305844067558
205,1,950,0.9,100,1.1045454545454545,62.246596328804394,155.61649082201097,42.02394366053248,"True",1.4812173943414166,20.222652668271913,113.59254716147849
205,2,850,1.4000000000000001,80,1.3745454545454547,62.40698274769226,156.01745686923064,43.68337859418765,"True",1.4286207879533361,18.72360415350461,112.334078275043
206,1,900,0.8,100,0.9818181818181817,62.547617894038936,156.36904473509733,41.25841885118509,"True",1.5159964835211406,21.289199042853845,115.11062588391223
206,2,450,0.2,100,0.24545454545454543,62.547617894038936,156.36904473509733,37.99569849043974,"True",1.6461762878178643,24.551919403599193,118.3733462446576
207,1,750,0.2,140,0.34363636363636363,62.93141117414345,157.32852793535864,37.89542942904113,"True",1.660659665883507,25.03598174510232,119.4330985063175
207,2,1000,1.9000000000000001,80,1.8654545454545453,63.023349004279474,157.5583725106987,46.560530978087975,"True",1.3535788291147097,16.4628180261915,110.99784153261072
208,1,950,1.7000000000000002,80,1.669090909090909,63.29616862153416,158.2404215538354,45.433072300428584,"True",1.3931738580870103,17.863096321105573,112.80734925340681
208,2,650,0.1,160,0.19636363636363635,63.131577456346946,157.82894364086735,38.35544326427156,"True",1.6459613573324186,24.77613419207539,119.4735003765958
209,1,600,0.2,120,0.29454545454545455,63.4421134051461,158.60528351286524,37.87473620162427,"True",1.675050964511414,25.56737720352183,120.73054731124097
209,2,850,0.4,120,0.5890909090909091,63.552160518911776,158.88040129727943,38.887300647567905,"True",1.634265157535085,24.66485987134387,119.99310064971152
210,1,900,1.5000000000000002,80,1.4727272727272729,63.837395194570796,159.593487986427,44.27427908262215,"True",1.4418618782124282,19.563116111948645,115.31920890380485
210,2,650,0.4,100,0.49090909090909085,63.88466465324662,159.71166163311653,38.38722288027894,"True",1.6642168893667677,25.497441772967676,121.3244387528376
211,1,800,0.6,100,0.7363636363636363,64.19890493918795,160.4972623479699,39.74092349102772,"True",1.6154356592564367,24.457981448160233,120.75633885694216
211,2,700,0.9,80,0.8836363636363636,64.09956219173475,160.24890547933688,40.64599169343247,"True",1.577020501189836,23.453570498302277,119.6029137859044
213,1,850,1.3000000000000003,80,1.2763636363636366,64.7627866432512,161.90696660812802,43.085298507864344,"True",1.5031295798363817,21.67748813538686,118.82166810026368
213,2,1000,1.8000000000000003,80,1.7672727272727276,64.75033585266355,161.8758396316589,46.000709010476044,"True",1.4075943011643046,18.74962684218751,115.87513062118285
214,1,950,0.30000000000000004,140,0.5154545454545455,65.0854906050837,162.71372651270926,38.504126209278354,"True",1.6903510613727424,26.581364395805352,124.2096003034309
215,1,950,0.2,160,0.3927272727272727,65.24419723087287,163.11049307718218,38.00595359444091,"True",1.716683599814112,27.23824363643196,125.10453948274127
215,2,550,0.1,140,0.17181818181818181,65.26553379995103,163.16383449987757,38.68144188803811,"True",1.6872570052807112,26.58409191191292,124.48239261183946
216,1,1000,0.9,100,1.1045454545454545,65.52273297768883,163.8068324442221,42.02394366053248,"True",1.559176204569912,23.49878931715635,121.78288878368961
217,1,950,0.8,100,0.9818181818181817,66.02248555481887,165.0562138870472,41.25841885118509,"True",1.600218510383426,24.76406670363378,123.7977950358621
217,2,750,0.5,100,0.6136363636363636,65.93097825435576,164.8274456358894,39.02323458100961,"True",1.6895313513155217,26.907743673346154,125.8042110548798
218,1,800,1.1,80,1.0799999999999998,66.26312634266033,165.6578158566508,41.87114392493453,"True",1.582548746732478,24.3919824177258,123.78667193171628
218,2,900,1.4000000000000001,80,1.3745454545454547,66.07798173285062,165.19495433212654,43.68337859418765,"True",1.5126573048917675,22.394603138662966,121.5115757379389
220,1,900,0.7000000000000001,100,0.859090909090909,66.8662161480985,167.16554037024625,40.493512720086905,"True",1.6512821846381665,26.372703428011597,126.67202765015935
220,2,1000,0.5,120,0.7363636363636363,66.87385931165412,167.18464827913527,39.74092349102772,"True",1.6827454783921219,27.132935820626393,127.44372478810755
221,1,800,0.2,140,0.34363636363636363,67.126838585753,167.81709646438253,37.89542942904113,"True",1.7713703102757408,29.231409156711877,129.9216670353414
222,1,850,1.2000000000000002,80,1.1781818181818182,67.40724549296772,168.5181137324193,42.48079628964832,"True",1.5867698202586065,24.9264492033194,126.03731744277098
222,2,450,0.1,120,0.14727272727272728,67.29052290237716,168.2263072559429,39.16083184242035,"True",1.7183118880913504,28.129691059956812,129.06547541352256
224,1,350,0.2,80,0.19636363636363635,67.98785264529673,169.9696316132418,38.35544326427156,"True",1.7725737694349122,29.63240938102517,131.61418834897023
224,2,700,0.1,160,0.19636363636363635,67.98785264529673,169.9696316132418,38.35544326427156,"True",1.7725737694349122,29.63240938102517,131.61418834897023
225,1,850,0.6,100,0.7363636363636363,68.2113364978872,170.528341244718,39.74092349102772,"True",1.716400387959964,28.47041300685948,130.78741775369028
226,1,250,0.1,80,0.09818181818181818,68.67810234828724,171.69525587071809,40.9538668423976,"True",1.6769625835963327,27.724235505889638,130.7413890283205
226,2,900,1.3000000000000003,80,1.2763636363636366,68.57236232814833,171.4309058203708,43.085298507864344,"True",1.5915489668855807,25.487063820283986,128.34560731250647
227,1,700,0.4,100,0.49090909090909085,68.79886962657328,171.9971740664332,38.38722288027894,"True",1.7922335731642116,30.411646746294338,133.60995118615426
227,2,350,0.1,100,0.12272727272727271,68.79886962657328,171.9971740664332,39.871043857005446,"True",1.7255346981462376,28.927825769567832,132.12613020942774
229,1,500,0.2,100,0.24545454545454543,69.49735321559882,173.74338303899705,37.99569849043974,"True",1.8290847642420716,31.501654725159078,135.74768454855732
229,2,800,1.,80,0.9818181818181817,69.4973532155988,173.74338303899702,41.25841885118509,"True",1.6844405372457116,28.238934364413716,132.48496418781193
230,1,950,1.4000000000000001,80,1.3745454545454547,69.748980718009,174.37245179502247,43.68337859418765,"True",1.5966938218301991,26.065602123821343,130.68907320083483
232,1,850,1.1,80,1.0799999999999998,70.40457173907659,176.01142934769146,41.87114392493453,"True",1.6814580434032578,28.53342781414206,134.14028542275693
232,2,800,0.5,100,0.6136363636363636,70.32637680464616,175.8159420116154,39.02323458100961,"True",1.8021667747365566,31.30314222363655,136.7927074306058
233,1,950,0.7000000000000001,100,0.859090909090909,70.58100593410397,176.45251483525993,40.493512720086905,"True",1.7430200837847314,30.087493214017066,135.95900211517304
234,1,1000,1.5000000000000002,80,1.4727272727272729,70.93043910507866,177.32609776269666,44.27427908262215,"True",1.6020687535693647,26.65616002245651,133.05181868007452
234,2,950,0.4,120,0.5890909090909091,71.02888528584256,177.5722132146064,38.887300647567905,"True",1.8265316466568595,32.14158463827466,138.68491256703848
235,1,900,1.2000000000000002,80,1.1781818181818182,71.37237758078935,178.43094395197338,42.48079628964832,"True",1.6801092214502893,28.89158129114103,135.95014766232507
235,2,600,0.1,140,0.17181818181818181,71.19876414540113,177.99691036350282,38.68144188803811,"True",1.840644005760776,32.51732225736302,139.3154684754647
238,1,900,0.6,100,0.7363636363636363,72.22376805658645,180.55942014146612,39.74092349102772,"True",1.8173651166634912,32.48284456555873,140.8184966504384
239,1,950,1.3000000000000003,80,1.2763636363636366,72.38193801304547,180.95484503261366,43.085298507864344,"True",1.6799683539347794,29.296639505181126,137.86954652474932
240,1,750,0.1,160,0.19636363636363635,72.84412783424648,182.1103195856162,38.35544326427156,"True",1.899186181537406,34.48868456997492,143.75487632134463
240,2,650,0.6,80,0.5890909090909091,72.89806647757527,182.2451661939382,38.887300647567905,"True",1.8745982689373033,34.010765830007365,143.35786554637028
242,1,850,0.30000000000000004,120,0.4418181818181819,73.38371396635203,183.4592849158801,38.17612867558673,"True",1.9222408481999962,35.2075852907653,145.28315624029335
242,2,1000,1.4000000000000001,80,1.3745454545454547,73.41997970316736,183.5499492579184,43.68337859418765,"True",1.6807303387686308,29.736601108979706,139.86657066373076
243,1,650,0.30000000000000004,100,0.3681818181818182,73.76765666928182,184.41914167320454,37.94169973190929,"True",1.944237005471913,35.82595693737253,146.47744194129524
243,2,750,0.4,100,0.49090909090909085,73.71307459989994,184.28268649974984,38.38722288027894,"True",1.920250256961655,35.325851719621,145.8954636194709
244,1,700,0.2,120,0.29454545454545455,74.01579897267045,185.03949743167612,37.87473620162427,"True",1.9542261252633164,36.14106277104618,147.16476123005185
245,1,1000,0.7000000000000001,100,0.859090909090909,74.29579572010944,185.7394893002736,40.493512720086905,"True",1.834757982931296,33.802283000022534,145.2459765801867
246,1,900,1.1,80,1.0799999999999998,74.54601713549286,186.36504283873217,41.87114392493453,"True",1.7803673400740376,32.67487321055833,144.49389891379764
246,2,850,0.5,100,0.6136363636363636,74.72177535493654,186.80443838734135,39.02323458100961,"True",1.9148021981575916,35.69854077392693,147.78120380633175
249,1,900,0.2,140,0.34363636363636363,75.51769340897214,188.79423352243035,37.89542942904113,"True",1.9927915990602085,37.622263979931006,150.89880409338923
249,2,550,0.4,80,0.3927272727272727,75.54591258311596,188.86478145778992,38.00595359444091,"True",1.987738905047919,37.53995898867505,150.858827863349
251,1,1000,1.3000000000000003,80,1.2763636363636366,76.1915136979426,190.47878424485648,43.085298507864344,"True",1.7683877409839786,33.10621519007825,147.39348573699215
252,1,550,0.2,100,0.24545454545454543,76.44708853715869,191.11772134289674,37.99569849043974,"True",2.011993240666279,38.45139004671895,153.122022852457
256,1,800,0.8,80,0.7854545454545454,77.70040302319626,194.25100755799065,40.03937856266528,"True",1.9405996249813937,37.66102446053098,154.21162899532538
256,2,400,0.2,80,0.19636363636363635,77.70040302319626,194.25100755799065,38.35544326427156,"True",2.0257985936398994,39.3449597589247,155.89556429371908
257,1,850,0.9,80,0.8836363636363636,77.83518266139221,194.58795665348052,40.64599169343247,"True",1.914953465730515,37.18919096795974,153.94196496004804
257,2,750,0.7000000000000001,80,0.6872727272727274,77.87364828403247,194.68412071008117,39.44780874996942,"True",1.9740931309421044,38.42583953406305,155.23631196011175
258,1,900,1.,80,0.9818181818181817,78.18452236754867,195.46130591887166,41.25841885118509,"True",1.8949956044014258,36.926103516363575,154.20288706768656
259,1,700,0.6,80,0.5890909090909091,78.50561005277336,196.2640251319334,38.887300647567905,"True",2.018798135778634,39.61830940520546,157.3767244843655
260,1,950,1.1,80,1.0799999999999998,78.68746253190913,196.71865632977284,41.87114392493453,"True",1.8792766367448175,36.816318606974605,154.8475124048383
261,1,900,0.5,100,0.6136363636363636,79.11717390522692,197.7929347630673,39.02323458100961,"True",2.0274376215786263,40.09393932421731,158.7697001820577
262,1,750,0.2,120,0.29454545454545455,79.30264175643264,198.2566043910816,37.87473620162427,"True",2.0938137056392674,41.42790555480836,160.38186818945732
262,2,500,0.30000000000000004,80,0.29454545454545455,79.30264175643262,198.25660439108157,37.87473620162427,"True",2.0938137056392674,41.42790555480835,160.3818681894573
263,1,950,0.2,140,0.34363636363636363,79.7131208205817,199.28280205145424,37.89542942904113,"True",2.103502243452442,41.81769139154056,161.38737262241312
265,1,1000,0.6,100,0.7363636363636363,80.24863117398496,200.6215779349624,39.74092349102772,"True",2.0192945740705457,40.50770768295724,160.88065444393467
271,1,950,0.30000000000000004,120,0.4418181818181819,82.0170920800405,205.04273020010123,38.17612867558673,"True",2.148386830341172,43.84096340445377,166.8666015245145
272,1,600,0.4,80,0.3927272727272727,82.41372281794469,206.03430704486172,38.00595359444091,"True",2.168442441870457,44.40776922350378,168.0283534504208
272,2,300,0.1,80,0.09818181818181818,82.41372281794469,206.03430704486172,40.9538668423976,"True",2.0123551003155993,41.459855975547086,165.0804402024641
274,1,800,0.7000000000000001,80,0.6872727272727274,83.06522483630131,207.66306209075327,39.44780874996942,"True",2.105699339671578,43.61741608633189,168.21525334078385
274,2,700,0.1,140,0.17181818181818181,83.06522483630131,207.66306209075327,38.68144188803811,"True",2.147418006720905,44.3837829482632,168.98162020271516
275,1,600,0.2,100,0.24545454545454543,83.39682385871858,208.49205964679643,37.99569849043974,"True",2.1949017170904863,45.401125368278834,170.4963611563567
276,1,950,0.5,100,0.6136363636363636,83.5125724555173,208.78143113879327,39.02323458100961,"True",2.140073044999661,44.48933787450769,169.75819655778366
276,2,850,0.4,100,0.49090909090909085,83.54148454655326,208.85371136638315,38.38722288027894,"True",2.1762836245565427,45.15426166627432,170.4664884861042
277,1,1000,0.2,140,0.34363636363636363,83.90854823219125,209.77137058047813,37.89542942904113,"True",2.214212887844676,46.01311880315012,171.87594115143702
278,1,750,0.6,80,0.5890909090909091,84.11315362797146,210.28288406992863,38.887300647567905,"True",2.162998002619965,45.22585298040355,171.39558342236072
279,1,800,0.2,120,0.29454545454545455,84.5894845401948,211.473711350487,37.87473620162427,"True",2.233401286015219,46.71474833857053,173.59897514886273
281,1,750,0.30000000000000004,100,0.3681818181818182,85.11652692609441,212.79131731523603,37.94169973190929,"True",2.2433503909291304,47.17482719418512,174.84961758332673
284,1,700,0.5,80,0.49090909090909085,85.99858703321661,214.99646758304152,38.38722288027894,"True",2.2402919664552643,47.61136415293767,176.60924470276257
285,1,1000,0.30000000000000004,120,0.4418181818181819,86.33378113688474,215.83445284221185,38.17612867558673,"True",2.2614598214117603,48.15765246129801,177.6583241666251
287,1,950,0.9,80,0.8836363636363636,86.99226297449717,217.48065743624292,40.64599169343247,"True",2.140242108757634,46.346271281064695,176.83466574281044
287,2,1000,1.,80,0.9818181818181817,86.87169151949851,217.1792287987463,41.25841885118509,"True",2.1055506715571397,45.61327266831342,175.9208099475612
288,1,550,0.30000000000000004,80,0.29454545454545455,87.23290593207587,218.08226483018967,37.87473620162427,"True",2.303195076203194,49.35816973045159,180.2075286285654
289,1,900,0.8,80,0.7854545454545454,87.41295340109579,218.5323835027395,40.03937856266528,"True",2.183174578104068,47.373574838430514,178.49300494007423
289,2,900,0.1,160,0.19636363636363635,87.41295340109579,218.5323835027395,38.35544326427156,"True",2.279023417844887,49.057510136824234,180.17694023846792
290,1,1000,0.5,100,0.6136363636363636,87.9079710058077,219.76992751451922,39.02323458100961,"True",2.2527084684206957,48.884736424798085,180.74669293350962
292,1,900,0.4,100,0.49090909090909085,88.45568951987993,221.1392237996998,38.38722288027894,"True",2.3043003083539864,50.068466639600985,182.75200091942088
292,2,450,0.1,100,0.12272727272727271,88.45568951987993,221.1392237996998,39.871043857005446,"True",2.2185446119023053,48.58464566287448,181.26817994269436
294,1,750,0.1,140,0.17181818181818181,88.99845518175141,222.49613795437853,38.68144188803811,"True",2.30080500720097,50.3170132937133,183.81469606634042
295,1,650,0.4,80,0.3927272727272727,89.28153305277341,223.20383263193352,38.00595359444091,"True",2.3491459786929956,51.2755794583325,185.1978790374926
296,1,800,0.6,80,0.5890909090909091,89.72069720316955,224.30174300792387,38.887300647567905,"True",2.307197869461296,50.833396555601645,185.41444236035596
296,2,600,0.1,120,0.14727272727272728,89.72069720316955,224.30174300792387,39.16083184242035,"True",2.2910825174551337,50.5598653607492,185.14091116550352
297,1,850,0.2,120,0.29454545454545455,89.87632732395699,224.69081830989245,37.87473620162427,"True",2.37298886639117,52.00159112233271,186.81608210826818
300,1,800,0.30000000000000004,100,0.3681818181818182,90.7909620545007,226.97740513625175,37.94169973190929,"True",2.392907083657739,52.84926232259141,189.03570540434245
305,1,950,0.1,160,0.19636363636363635,92.26922859004554,230.67307147511386,38.35544326427156,"True",2.405635829947381,53.913785325773986,192.31762821084232
305,2,950,0.8,80,0.7854545454545454,92.26922859004554,230.67307147511386,40.03937856266528,"True",2.304462054665405,52.229850027380266,190.63369291244857
309,1,900,0.7000000000000001,80,0.6872727272727274,93.44837794083897,233.6209448520974,39.44780874996942,"True",2.368911757130525,54.00056919086955,194.17313610212798
314,1,800,0.1,140,0.17181818181818181,94.9316855272015,237.32921381800372,38.68144188803811,"True",2.4541920076810344,56.250243639163386,198.64777192996561
315,1,850,0.6,80,0.5890909090909091,95.32824077836766,238.32060194591915,38.887300647567905,"True",2.4513977363026274,56.44094013079975,199.43330129835124
318,1,350,0.1,80,0.09818181818181818,96.14934328760214,240.37335821900535,40.9538668423976,"True",2.347747617034866,55.195476445204534,199.41949137660777
318,2,700,0.4,80,0.3927272727272727,96.14934328760214,240.37335821900535,38.00595359444091,"True",2.5298495155155334,58.143389693161225,202.36740462456444
319,1,850,0.30000000000000004,100,0.3681818181818182,96.46539718290698,241.16349295726747,37.94169973190929,"True",2.542463776386348,58.523697450997695,203.22179322535817
321,1,650,0.1,120,0.14727272727272728,97.19742197010035,242.99355492525086,39.16083184242035,"True",2.4820060605763947,58.03659012768,203.8327230828305
321,2,1000,0.8,80,0.7854545454545454,97.12550377899531,242.81375944748828,40.03937856266528,"True",2.4257495312267423,57.08612521633003,202.77438088482302
322,1,700,0.2,100,0.24545454545454543,97.29629450183833,243.24073625459584,37.99569849043974,"True",2.5607186699389004,59.30059601139859,205.2450377641561
325,1,1000,0.4,100,0.49090909090909085,98.28409946653325,245.71024866633311,38.38722288027894,"True",2.5603336759488733,59.89687658625431,207.3230257860542
325,2,800,0.5,80,0.49090909090909085,98.28409946653326,245.71024866633314,38.38722288027894,"True",2.5603336759488733,59.89687658625432,207.3230257860542
326,1,950,0.7000000000000001,80,0.6872727272727274,98.63995449310781,246.5998862327695,39.44780874996942,"True",2.500517965859999,59.19214574313839,207.15207748280008
